date,HKQuantityTypeIdentifierActiveEnergyBurned,HKQuantityTypeIdentifierBasalEnergyBurned,HKQuantityTypeIdentifierDistanceWalkingRunning,HKQuantityTypeIdentifierStepCount,HKQuantityTypeIdentifierWalkingSpeed,HKQuantityTypeIdentifierWalkingStepLength
2023-06-19,44.601,1395.442,1.1895221409999999,4402.0,1.9297303333333333,18.910723333333333
2023-06-20,43.015,1398.136,1.044742403,3848.0,1.8743662500000002,19.028837499999998
2023-06-21,68.17399999999999,1406.197,1.543516787,5579.0,1.8665003999999998,18.393663999999998
2023-06-22,52.893,1395.928,1.27744438,5057.0,1.8464045833333333,18.356266666666667
2023-06-23,107.785,1422.93,2.294736817,9037.0,1.861130923076923,18.497844923076926
2023-06-24,63.056,1405.349,1.59137481,6184.0,1.8818225,18.90990625
2023-06-25,89.163,1407.951,1.77538467,6882.0,1.9391443750000001,18.946815625
2023-06-26,93.876,1419.18,1.93235214,7108.0,1.9055901666666666,19.061643749999998
2023-06-27,57.629,1391.106,1.28247344,4658.0,1.7462081875,17.9625625
2023-06-28,83.623,1406.827,2.028784018,7062.0,1.9608781818181817,19.819218181818183
2023-06-29,63.549,1396.755,1.239890787,4786.0,2.023086,19.417284
2023-06-30,49.523,1412.086,1.01053597,3969.0,1.9507946666666667,19.340516666666666
2023-07-01,40.15,1398.537,0.899266988,3267.0,1.9181733333333335,18.831983333333334
2023-07-02,70.394,1392.641,1.629557545,6035.0,1.9085539,19.007836
2023-07-03,62.332,1388.387,1.26884008,4871.0,1.9383050000000002,19.399572499999998
2023-07-04,103.157,1439.317,2.079771411,7315.0,1.9787075789473685,19.836954385964912
2023-07-05,70.107,1380.73,1.4830766499999999,5276.0,1.8973284848484848,18.599342424242423
2023-07-06,52.577,1401.318,1.294708193,4644.0,1.7857154285714285,17.660257142857144
2023-07-07,58.476,1400.5,1.29010402,4720.0,1.9006748387096775,18.745199999999997
2023-07-08,101.06,1418.371,2.04847461,7716.0,1.8840475510204082,18.849391836734693
2023-07-09,76.404,1381.209,1.788076398,6024.0,1.721741875,18.44239375
2023-07-10,34.585,1409.555,1.2494499700000001,4260.0,1.8243461111111112,18.175816666666666
2023-07-11,79.994,1386.452,1.6188763099999999,5447.0,1.8581012903225806,18.3007
2023-07-12,44.368,1409.843,1.015438584,4046.0,1.836321515151515,17.740363636363636
2023-07-13,75.888,1417.959,1.752918352,6990.0,1.7749402040816327,17.44332081632653
2023-07-14,44.919,1369.621,1.0289906,3698.0,1.8323426086956522,18.366960869565215
2023-07-15,77.19,1427.623,1.627377869,5864.0,1.8849476470588238,18.747071176470588
2023-07-16,127.484,1382.165,2.6137927199999997,9800.0,1.8032442040816326,18.246791836734694
2023-07-17,45.32,1429.362,1.25608164,4460.0,1.741278947368421,17.302084210526317
2023-07-18,48.053000000000004,1365.81,1.036534314,3918.0,1.8507705263157894,18.193084210526315
